sgpa,attendance_rate,quiz_avg,assignment_rate,login_frequency,consecutive_absences,mood_score,late_submission_rate,help_seeking_ratio,peer_interaction_score,material_access_rate,attendance_trend,quiz_score_trend,login_frequency_trend,submission_time_ratio,sgpa_delta,risk_velocity,weekly_checkin_streak,attendance_quiz_combined,sgpa_absence_combined,submission_mood_combined,department,faculty,level,semester,status
3.06,0.426,0.594,0.447,0.428,1,0.741,0.297,0.186,0.337,0.611,-0.077,0.212,0.16,0.153,-0.07,-0.0526,0.473,0.348,0.032,0.56,Quantity Surveying,FES,100,1,GS
1.76,0.564,0.551,0.51,0.537,1,0.581,0.143,0.867,0.182,0.332,0.039,0.099,0.205,0.467,-0.03,0.0165,0.451,0.19,0.075,0.349,Quantity Surveying,FES,300,1,GS
3.26,0.672,0.796,0.856,0.901,0,0.366,0.0,0.473,0.2,0.551,0.126,0.305,0.054,0.697,0.32,-0.0381,0.23,0.525,0.066,0.288,Health Information Management,FBMS,100,1,GS
4.58,0.56,0.458,0.499,0.481,2,0.833,0.03,0.353,0.688,0.54,0.042,0.302,-0.005,0.597,-0.2,-0.0162,0.395,0.446,0.0,0.694,Biochemistry,FNAS,100,2,GS
2.55,0.363,0.196,0.473,0.462,6,0.366,0.286,0.343,0.316,0.704,-0.151,0.178,-0.162,0.5,0.74,-0.0416,0.288,0.207,0.221,0.0,English and Communication,FAMSS,100,2,GS
2.79,0.431,0.475,0.429,0.312,0,0.467,0.496,0.124,0.107,0.098,-0.015,-0.066,-0.025,0.631,-0.22,-0.0098,0.362,0.229,0.0,0.317,Software Engineering,FNAS,200,2,GS
1.85,0.355,0.786,0.597,0.337,1,0.128,0.288,0.449,0.09,0.093,0.207,0.071,0.024,0.617,0.15,0.0215,0.227,0.258,0.101,0.214,Economics,FAMSS,100,1,GS
1.49,0.189,0.337,0.309,0.095,6,0.094,0.632,0.049,0.263,0.554,-0.044,-0.109,-0.5,0.266,-0.3,0.0306,0.042,0.015,0.398,0.0,Computer Science,FNAS,100,1,NGS
2.86,0.537,0.367,0.565,0.262,1,0.877,0.342,0.0,0.679,0.77,0.1,-0.107,-0.204,0.554,0.17,-0.0499,0.0,0.409,0.0,0.664,Cybersecurity,FNAS,100,1,GS
2.81,0.689,0.574,0.557,0.374,0,0.496,0.174,0.183,0.634,0.155,0.0,-0.136,-0.113,0.557,0.33,-0.0141,0.057,0.408,0.0,0.336,Accounting,FAMSS,200,1,GS
2.68,0.499,0.332,0.441,0.397,1,0.44,0.197,0.0,0.0,0.352,0.006,0.129,-0.23,0.126,0.43,0.0054,0.3,0.0,0.0,0.34,Quantity Surveying,FES,400,2,GS
2.04,0.613,0.753,0.67,0.453,2,0.115,0.17,0.402,0.117,0.433,0.035,-0.088,0.02,0.935,0.04,-0.0196,0.019,0.571,0.151,0.21,Nursing,FBMS,200,1,GS
1.55,0.73,0.717,0.681,0.64,1,0.96,0.292,0.594,0.602,0.438,-0.021,-0.016,0.234,0.733,0.54,-0.0125,0.651,0.744,0.059,0.755,Architecture,FES,300,2,GS
2.89,0.624,0.698,0.554,0.453,0,0.669,0.241,0.667,0.448,0.574,-0.257,-0.166,-0.019,0.648,-0.0,-0.0468,0.328,0.491,0.0,0.413,Architecture,FES,300,1,GS
3.29,0.471,0.296,0.507,0.286,2,0.705,0.115,0.642,0.279,0.82,0.245,0.246,-0.042,0.619,0.29,-0.055,0.668,0.141,0.094,0.643,Information Technology,FNAS,300,1,GS
2.24,0.393,0.486,0.32,0.287,0,0.379,0.046,0.0,0.253,0.27,-0.045,-0.031,0.074,0.375,-0.5,-0.0148,0.0,0.158,0.052,0.396,Health Information Management,FBMS,400,2,GS
3.05,0.572,0.667,0.743,0.471,1,0.524,0.789,0.568,0.627,0.549,-0.014,0.071,-0.149,0.682,0.17,-0.0038,0.756,0.325,0.026,0.168,Accounting,FAMSS,100,1,GS
2.53,0.144,0.093,0.169,0.124,6,0.416,0.412,0.234,0.283,0.558,-0.073,0.057,-0.103,0.252,0.17,0.1195,0.24,0.1,0.223,0.159,Architecture,FES,300,1,GS
1.36,0.527,0.65,0.759,0.361,1,0.419,0.502,0.373,1.0,0.807,-0.08,-0.058,0.013,0.796,-0.09,-0.0251,0.484,0.323,0.11,0.159,Mathematics,FNAS,100,2,GS
2.71,0.138,0.415,0.416,0.219,7,0.579,0.535,0.556,0.208,0.401,-0.097,-0.05,0.052,0.34,0.13,-0.0971,0.328,0.12,0.231,0.19,Economics,FAMSS,100,2,GS
2.73,0.351,0.471,0.322,0.139,1,0.379,0.233,0.046,0.32,0.395,-0.057,0.052,0.151,0.298,-0.38,0.0119,0.416,0.234,0.032,0.235,Accounting,FAMSS,300,1,GS
2.14,0.826,0.609,0.798,0.616,0,0.47,0.341,0.375,0.378,1.0,0.188,-0.332,-0.084,0.71,0.13,0.0972,0.178,0.486,0.0,0.027,Nursing,FBMS,300,2,GS
2.87,0.602,0.623,0.787,0.586,2,0.577,0.103,0.61,0.217,0.631,0.037,0.05,0.125,0.577,-0.34,-0.1074,0.363,0.395,0.0,0.48,Economics,FAMSS,100,2,GS
3.37,0.716,0.836,0.655,1.0,0,0.833,0.139,0.341,0.49,0.651,-0.011,0.131,0.031,0.575,0.21,0.0176,0.354,0.585,0.052,0.79,Economics,FAMSS,100,2,GS
2.65,0.202,0.534,0.416,0.179,3,0.736,0.124,0.227,0.188,0.651,-0.022,-0.032,0.015,0.519,0.34,-0.0096,0.713,0.015,0.195,0.757,Estate Management,FES,100,2,GS
2.82,0.369,0.606,0.449,0.6,1,0.606,0.031,0.0,0.39,0.301,-0.22,-0.259,0.026,0.306,-0.27,-0.0015,0.623,0.166,0.126,0.705,Quantity Surveying,FES,300,1,GS
2.23,0.347,0.605,0.415,0.296,1,0.727,0.175,0.262,0.0,0.661,-0.082,-0.156,-0.113,0.593,-0.11,0.013,0.421,0.184,0.015,0.83,Criminology and Security Studies,FAMSS,100,2,GS
2.91,0.655,0.678,0.512,0.714,3,0.433,0.084,0.436,0.28,0.636,0.177,0.081,-0.019,0.659,-0.01,-0.0128,0.639,0.401,0.0,0.493,Economics,FAMSS,100,2,GS
3.62,0.53,0.824,0.713,0.57,0,0.667,0.297,0.195,0.608,0.3,0.255,-0.024,0.101,0.868,0.01,-0.0344,0.349,0.398,0.056,0.332,Doctor of Physiotherapy,FBMS,300,1,GS
3.99,0.446,0.627,0.546,0.442,1,0.671,0.03,0.449,0.369,0.597,0.06,0.005,0.073,0.309,0.33,-0.0553,0.105,0.362,0.0,0.617,Physics and Electronics,FNAS,100,2,GS
3.38,0.641,0.566,0.975,0.785,0,0.388,0.289,0.031,0.37,0.574,-0.077,0.074,0.063,0.774,0.0,0.0178,0.595,0.414,0.038,0.325,Accounting,FAMSS,100,2,GS
2.96,0.564,0.869,0.784,0.737,1,0.776,0.304,0.485,0.184,0.431,0.344,-0.051,0.22,0.582,-0.04,0.0748,0.013,0.506,0.137,0.397,Physics and Electronics,FNAS,100,2,GS
2.53,0.575,0.634,0.696,0.437,1,0.456,0.141,0.015,0.483,0.466,-0.011,-0.137,-0.083,0.626,0.03,-0.0263,0.85,0.282,0.107,0.377,Public Health,FBMS,100,1,GS
2.55,0.456,0.313,0.413,0.625,1,0.483,0.081,0.393,0.351,1.0,0.299,-0.024,0.134,0.483,-0.63,-0.0474,0.57,0.257,0.0,0.436,Architecture,FES,200,1,GS
3.83,0.41,0.246,0.42,0.446,1,0.512,0.428,0.688,0.221,0.712,0.157,-0.237,-0.081,0.37,0.23,-0.0662,0.001,0.199,0.0,0.164,Industrial Chemistry,FNAS,100,2,GS
1.09,0.227,0.511,0.195,0.225,5,0.377,0.403,0.359,0.448,0.443,-0.134,-0.434,-0.156,0.26,0.16,0.0794,0.009,0.286,0.388,0.27,Public Health,FBMS,100,1,NGS
2.44,0.65,0.383,0.833,0.535,2,0.917,0.095,0.356,0.157,0.444,-0.231,0.217,-0.082,0.487,0.1,-0.0249,0.406,0.159,0.053,0.847,Physics and Electronics,FNAS,200,1,GS
4.43,0.885,0.645,1.0,0.686,0,0.872,0.212,0.39,0.678,0.566,0.3,0.23,0.106,0.798,0.22,0.038,0.819,0.636,0.0,0.717,Architecture,FES,200,1,GS
2.41,0.748,0.46,0.594,0.267,0,0.658,0.117,0.262,0.546,0.296,-0.03,-0.025,0.014,0.251,0.5,-0.0266,0.92,0.448,0.098,0.418,Business Administration,FAMSS,400,2,GS
3.26,0.71,0.428,0.731,0.624,1,0.639,0.188,0.507,0.238,0.821,0.056,0.004,0.25,0.453,0.71,0.0484,0.515,0.32,0.0,0.326,Quantity Surveying,FES,300,1,GS
2.31,0.76,0.603,1.0,0.641,0,0.769,0.0,0.821,0.588,0.338,0.379,0.215,0.283,0.526,-0.17,-0.0637,0.325,0.455,0.0,0.733,Industrial Chemistry,FNAS,200,1,GS
2.22,0.741,0.734,0.602,0.709,0,0.596,0.223,0.224,0.527,0.734,0.374,0.162,-0.151,0.661,0.28,0.0568,0.247,0.602,0.0,0.506,Cybersecurity,FNAS,200,1,GS
2.17,0.885,0.985,0.887,0.841,0,0.837,0.235,0.258,0.804,0.506,0.319,0.01,0.155,1.0,0.05,0.044,0.375,0.844,0.022,0.727,Doctor of Physiotherapy,FBMS,300,2,GS
3.57,0.932,0.506,0.621,0.5,0,0.911,0.077,0.739,0.377,0.679,0.142,0.073,0.185,0.442,1.12,-0.0225,0.697,0.522,0.095,0.881,Physics and Electronics,FNAS,200,2,GS
2.98,0.408,0.041,0.512,0.206,2,0.533,0.094,0.0,0.282,0.506,0.196,0.04,0.023,0.324,-0.37,0.0104,0.062,0.154,0.008,0.63,Business Administration,FAMSS,100,1,GS
1.52,0.688,0.285,0.608,0.736,1,0.404,0.03,0.553,0.714,0.478,0.01,0.144,-0.25,0.695,0.02,-0.109,0.604,0.282,0.0,0.425,English and Communication,FAMSS,100,2,GS
3.16,0.753,0.779,0.748,0.64,0,0.916,0.224,0.247,0.228,0.528,0.051,0.149,-0.107,0.528,0.45,-0.0354,0.131,0.4,0.067,0.761,History and International Relations,FAMSS,200,1,GS
2.82,0.981,1.0,1.0,0.924,0,0.733,0.0,0.265,0.482,0.561,0.105,0.272,0.023,0.934,0.04,-0.1114,0.568,1.0,0.0,0.717,Doctor of Physiotherapy,FBMS,200,1,GS
2.95,0.771,0.322,0.648,0.789,1,0.642,0.0,0.864,0.339,0.533,-0.033,0.121,0.095,0.697,0.31,-0.073,0.974,0.385,0.0,0.512,Software Engineering,FNAS,100,1,GS
2.88,1.0,0.571,1.0,0.951,2,0.632,0.322,0.989,0.702,0.675,0.086,-0.005,-0.024,0.953,-0.02,0.0239,0.478,0.62,0.075,0.421,Biochemistry,FNAS,200,2,GS
3.55,0.786,0.93,0.748,1.0,0,0.957,0.0,0.362,0.522,0.852,0.02,0.095,-0.136,0.738,0.36,-0.0187,0.799,0.837,0.0,1.0,Criminology and Security Studies,FAMSS,100,1,GS
2.35,0.807,0.42,0.702,0.544,0,0.446,0.106,0.209,0.209,0.383,0.087,-0.067,0.02,0.85,0.53,-0.0385,0.357,0.21,0.0,0.508,English and Communication,FAMSS,200,1,GS
2.61,0.589,0.641,0.678,0.618,0,0.664,0.03,0.659,0.588,0.236,0.081,0.421,-0.07,0.315,0.53,0.0496,0.358,0.498,0.096,0.579,Biochemistry,FNAS,200,2,GS
3.46,0.422,0.314,0.586,0.234,4,0.214,0.239,0.044,0.0,0.049,-0.037,0.107,-0.134,0.555,-0.21,0.0842,0.0,0.185,0.0,0.0,Business Administration,FAMSS,100,2,GS
1.42,0.234,0.098,0.285,0.469,1,0.302,0.338,0.044,0.334,0.094,-0.042,-0.218,-0.047,0.232,-0.39,0.0442,0.227,0.046,0.041,0.244,Quantity Surveying,FES,100,1,NGS
2.25,0.596,0.344,0.517,0.545,1,0.936,0.0,0.183,0.621,0.332,0.081,-0.099,0.066,0.433,0.65,-0.0635,0.59,0.218,0.059,0.871,Doctor of Physiotherapy,FBMS,400,1,GS
3.97,0.381,0.292,0.487,0.28,1,0.5,0.371,0.243,0.428,0.797,-0.056,0.202,-0.082,0.288,-0.57,-0.0942,0.154,0.157,0.011,0.287,Economics,FAMSS,200,1,GS
3.44,0.456,0.246,0.676,0.674,2,0.744,0.159,0.131,0.57,0.5,0.074,-0.036,0.123,0.62,0.78,-0.0101,0.933,0.087,0.0,0.558,Economics,FAMSS,200,1,GS
2.99,0.352,0.526,0.437,0.324,3,0.639,0.133,0.184,0.311,0.373,0.3,0.01,-0.187,0.538,0.08,-0.1131,0.278,0.114,0.057,0.441,Nursing,FBMS,300,1,GS
2.63,0.666,0.82,0.626,0.564,0,0.639,0.349,0.815,0.476,0.53,-0.153,-0.073,0.36,0.319,0.1,0.0035,0.582,0.448,0.082,0.397,Business Administration,FAMSS,400,2,GS
2.93,0.743,0.234,0.669,0.46,3,0.702,0.039,0.391,0.225,0.825,0.099,-0.023,-0.04,0.671,-0.1,-0.0857,0.149,0.18,0.061,0.96,Accounting,FAMSS,300,2,GS
2.89,0.556,0.646,0.516,0.61,1,0.0,0.058,0.315,0.541,0.144,0.278,0.116,0.04,0.435,0.24,-0.001,0.698,0.667,0.103,0.0,Cybersecurity,FNAS,100,2,GS
2.63,0.47,0.101,0.353,0.165,3,0.744,0.352,0.394,0.411,0.715,0.195,-0.164,-0.132,0.067,0.3,0.0725,0.499,0.0,0.104,0.358,Criminology and Security Studies,FAMSS,200,1,GS
2.51,0.227,0.347,0.039,0.119,2,0.414,0.484,0.065,0.001,0.266,-0.135,-0.256,0.123,0.286,-0.01,-0.026,0.374,0.036,0.199,0.201,Biochemistry,FNAS,100,2,GS
2.9,1.0,0.817,0.929,0.777,0,0.607,0.217,0.462,0.289,0.609,-0.112,0.125,0.073,0.665,-0.31,0.0034,0.765,0.832,0.0,0.596,Industrial Chemistry,FNAS,200,1,GS
3.15,0.907,0.595,0.977,0.744,0,0.661,0.157,0.661,0.605,0.039,-0.076,0.038,-0.067,0.656,-0.02,0.0948,0.633,0.515,0.0,0.489,Public Health,FBMS,200,1,GS
1.9,0.371,0.515,0.484,0.186,1,0.175,0.365,0.024,0.349,0.376,-0.224,-0.143,-0.041,0.463,-0.19,0.0313,0.501,0.081,0.132,0.141,Public Health,FBMS,100,2,NGS
2.44,0.5,0.336,0.408,0.206,2,0.424,0.368,0.01,0.128,0.541,0.104,0.016,-0.167,0.407,0.16,-0.0452,0.295,0.191,0.031,0.377,History and International Relations,FAMSS,300,1,GS
1.89,0.615,0.377,0.476,0.703,0,0.262,0.214,0.255,0.394,0.632,0.415,0.132,0.093,0.819,0.38,-0.0696,0.711,0.225,0.111,0.256,Criminology and Security Studies,FAMSS,300,2,GS
2.41,0.44,0.427,0.491,0.562,1,0.489,0.358,0.189,0.55,0.37,0.098,-0.025,-0.134,0.673,0.33,0.0288,0.024,0.213,0.0,0.465,Software Engineering,FNAS,100,2,GS
2.83,0.553,0.795,0.553,0.596,1,0.559,0.0,0.152,0.745,0.751,0.256,-0.058,0.378,0.846,0.23,-0.0506,0.413,0.542,0.06,0.555,Cybersecurity,FNAS,300,1,GS
2.67,0.282,0.275,0.333,0.264,3,0.512,0.244,0.0,0.132,0.504,-0.027,0.138,-0.094,0.307,0.3,-0.0155,0.207,0.092,0.003,0.683,Doctor of Physiotherapy,FBMS,200,2,GS
2.13,0.717,0.395,0.668,0.295,1,0.851,0.338,0.192,0.396,0.518,0.17,0.133,0.178,0.789,0.22,0.034,0.261,0.249,0.099,0.54,Computer Science,FNAS,100,1,GS
2.96,0.603,0.462,0.58,0.565,0,0.247,0.163,0.177,0.483,0.52,0.026,-0.383,-0.1,0.381,-0.21,0.0105,0.109,0.237,0.0,0.067,Doctor of Physiotherapy,FBMS,200,1,GS
2.62,0.439,0.639,0.467,0.529,0,0.372,0.2,0.076,0.149,0.629,-0.132,-0.023,0.057,0.568,0.28,0.0322,0.0,0.258,0.0,0.144,Computer Engineering,FNAS,100,1,GS
2.03,0.797,0.694,0.696,0.387,0,0.436,0.126,0.33,0.37,0.601,0.121,-0.003,-0.148,0.801,0.34,-0.0156,0.4,0.443,0.0,0.254,Biochemistry,FNAS,200,1,GS
2.59,0.457,0.739,0.782,0.44,0,0.631,0.435,0.327,0.239,0.361,-0.231,-0.238,-0.167,0.362,0.02,0.0351,0.354,0.384,0.0,0.427,Computer Engineering,FNAS,100,1,GS
2.95,0.712,0.43,0.786,0.456,0,0.513,0.235,0.577,0.342,0.879,0.273,0.111,-0.143,0.763,-0.22,0.0262,0.425,0.241,0.013,0.4,Information Technology,FNAS,100,2,GS
2.19,1.0,1.0,1.0,0.974,0,0.582,0.274,0.442,0.139,0.836,0.301,0.127,-0.071,0.8,-0.09,-0.0231,0.032,1.0,0.034,0.538,Biochemistry,FNAS,200,2,GS
1.35,0.26,0.488,0.453,0.308,4,0.535,0.592,0.453,0.051,0.082,-0.264,-0.17,-0.419,0.095,-0.52,0.0178,0.496,0.246,0.237,0.444,Economics,FAMSS,300,1,NGS
2.09,0.5,0.645,0.586,0.434,0,0.513,0.317,0.0,0.0,0.11,0.031,-0.079,-0.09,0.38,-0.23,0.0986,0.04,0.141,0.003,0.434,Health Information Management,FBMS,100,2,GS
3.47,1.0,1.0,1.0,0.953,0,0.804,0.121,0.436,0.48,0.537,0.193,-0.063,0.086,0.979,0.4,-0.0439,0.825,0.907,0.0,0.692,Public Health,FBMS,100,2,GS
2.67,0.721,0.424,0.762,0.718,1,0.275,0.474,0.301,0.043,0.243,-0.133,0.117,0.154,0.488,0.18,0.0238,0.3,0.466,0.09,0.107,Economics,FAMSS,100,2,GS
2.82,0.671,0.571,0.824,0.359,0,0.383,0.216,0.274,0.554,0.727,0.041,0.098,0.214,0.94,0.31,-0.0255,0.661,0.304,0.0,0.248,Health Information Management,FBMS,400,2,GS
2.74,0.682,0.546,1.0,0.631,0,0.685,0.033,0.71,0.256,0.695,0.088,0.309,-0.146,0.449,0.03,-0.0033,0.234,0.275,0.0,0.625,Industrial Chemistry,FNAS,100,1,GS
2.58,0.519,0.533,0.695,0.601,0,0.589,0.053,0.097,0.712,0.336,0.083,0.092,0.094,0.383,-0.09,0.0049,0.861,0.239,0.0,0.566,Computer Science,FNAS,300,1,GS
2.46,0.741,0.481,0.436,0.316,2,0.453,0.322,0.398,0.542,0.815,-0.25,-0.013,-0.136,0.328,0.59,0.0201,0.591,0.344,0.108,0.096,Computer Science,FNAS,100,1,GS
3.96,0.933,0.641,0.797,1.0,2,0.447,0.03,0.632,0.42,0.425,0.2,0.033,0.355,0.878,0.3,-0.0395,0.726,0.542,0.023,0.21,Architecture,FES,100,2,GS
3.07,0.567,0.432,0.417,0.498,0,0.554,0.21,0.682,0.651,0.331,0.119,0.212,0.089,0.679,0.08,0.0085,0.523,0.283,0.113,0.323,Public Health,FBMS,100,1,GS
2.82,0.705,0.583,0.856,0.581,0,0.595,0.294,0.354,0.445,0.327,0.091,-0.052,-0.115,0.492,-0.04,-0.0629,0.484,0.332,0.0,0.459,Industrial Chemistry,FNAS,200,2,GS
2.22,0.413,0.761,0.588,0.404,0,0.509,0.519,0.174,0.292,0.455,0.074,-0.022,-0.06,0.45,0.1,-0.0052,0.422,0.347,0.0,0.144,Biochemistry,FNAS,300,2,GS
2.76,0.207,0.054,0.15,0.217,1,0.714,0.03,0.326,1.0,0.421,0.122,-0.317,-0.022,0.267,-0.27,-0.0272,0.245,0.001,0.015,0.979,Software Engineering,FNAS,300,2,GS
3.35,0.596,0.576,0.296,0.353,2,0.496,0.153,0.15,0.501,0.7,0.226,0.078,0.081,0.478,0.17,0.0144,0.298,0.364,0.025,0.281,Business Administration,FAMSS,100,1,GS
2.35,0.615,0.615,0.531,0.567,2,0.391,0.415,0.24,0.424,0.222,-0.055,-0.16,0.089,0.379,-0.22,0.0218,0.183,0.299,0.064,0.354,Software Engineering,FNAS,200,2,GS
2.49,0.03,0.0,0.154,0.0,4,0.96,0.465,0.302,0.549,0.145,-0.11,0.086,0.077,0.132,-0.44,0.0539,0.642,0.025,0.234,0.613,Criminology and Security Studies,FAMSS,100,2,GS
2.76,0.62,0.729,0.826,0.583,1,0.829,0.132,0.292,0.305,0.626,0.086,-0.063,-0.049,0.506,0.37,-0.0487,0.401,0.397,0.061,0.549,Public Health,FBMS,100,1,GS
2.0,0.508,0.625,0.345,0.164,2,0.426,0.364,0.426,0.163,0.35,0.065,0.007,0.06,0.19,-0.27,0.1237,0.283,0.407,0.058,0.082,English and Communication,FAMSS,100,2,GS
3.03,0.884,0.654,0.852,0.892,1,0.629,0.114,0.389,0.663,0.85,-0.155,0.029,0.194,0.82,-0.35,-0.0189,0.69,0.72,0.057,0.459,Mathematics,FNAS,200,1,GS
2.83,0.705,0.923,0.775,0.575,1,0.711,0.0,0.327,0.474,0.762,0.331,0.199,0.314,0.507,0.08,0.0591,0.0,0.642,0.107,0.778,Business Administration,FAMSS,200,1,GS
2.67,0.7,0.721,0.807,0.618,0,0.307,0.153,0.359,0.082,0.328,-0.356,-0.193,-0.006,0.703,-0.17,0.0474,0.097,0.466,0.086,0.357,Mathematics,FNAS,100,1,NGS
2.02,0.829,0.596,0.622,0.501,1,0.593,0.523,0.164,0.088,0.249,-0.193,0.262,0.146,0.555,0.17,-0.0307,0.237,0.458,0.0,0.212,Doctor of Physiotherapy,FBMS,400,2,GS
3.01,0.461,0.569,0.714,0.521,0,0.715,0.145,0.676,0.176,0.241,0.163,-0.172,0.1,0.485,0.15,0.0392,0.432,0.201,0.0,0.637,Information Technology,FNAS,200,1,GS
2.81,0.696,0.546,0.891,0.543,0,0.359,0.393,0.512,0.446,0.748,0.099,0.153,0.097,0.802,-0.14,-0.0158,0.0,0.444,0.064,0.201,Criminology and Security Studies,FAMSS,100,1,GS
3.19,0.597,0.656,0.735,0.566,1,0.517,0.03,0.475,0.205,0.856,0.071,0.033,0.011,0.346,0.86,-0.0406,0.33,0.382,0.0,0.525,Computer Engineering,FNAS,300,2,GS
1.83,0.279,0.175,0.214,0.113,2,0.111,0.463,0.397,0.302,0.371,0.168,0.119,-0.118,0.0,0.32,0.0297,0.314,0.092,0.093,0.0,Doctor of Physiotherapy,FBMS,100,2,NGS
3.17,0.535,0.389,0.534,0.447,0,0.381,0.03,0.623,0.543,0.583,-0.099,0.307,0.09,0.497,0.08,-0.0135,0.147,0.136,0.038,0.413,Software Engineering,FNAS,100,2,GS
3.27,0.635,0.553,0.897,0.492,0,0.501,0.285,0.036,0.29,0.759,0.118,0.093,0.072,0.731,-0.05,-0.0439,0.853,0.342,0.0,0.422,Software Engineering,FNAS,100,2,GS
2.71,0.695,0.559,0.811,0.953,1,0.365,0.298,0.251,0.451,0.572,-0.055,0.039,0.113,0.627,0.1,-0.0448,0.495,0.599,0.19,0.254,Business Administration,FAMSS,100,1,GS
2.72,0.475,0.566,0.694,0.554,2,0.423,0.0,0.672,0.287,0.505,0.005,-0.006,-0.003,0.701,0.18,-0.0531,0.496,0.226,0.124,0.6,Biochemistry,FNAS,200,1,GS
2.88,0.746,0.749,0.779,0.677,1,0.233,0.13,0.597,0.848,0.632,0.032,0.111,0.101,0.773,0.14,-0.004,0.824,0.344,0.077,0.0,Accounting,FAMSS,100,2,GS
2.33,0.983,0.768,0.698,0.819,0,0.531,0.119,0.678,0.577,0.484,0.304,0.208,0.018,0.793,0.82,0.029,0.433,0.694,0.0,0.412,Health Information Management,FBMS,400,1,GS
3.11,0.61,0.553,0.54,0.206,2,0.714,0.0,0.809,0.334,0.535,-0.13,-0.036,0.052,0.573,0.28,-0.0253,0.475,0.439,0.0,0.876,Physics and Electronics,FNAS,100,1,GS
3.38,0.738,0.728,0.799,0.594,1,0.364,0.181,0.368,0.335,0.1,-0.043,-0.208,0.177,0.498,0.03,0.0069,0.3,0.435,0.0,0.28,Doctor of Physiotherapy,FBMS,100,1,GS
4.27,0.899,0.714,0.834,0.901,0,0.522,0.006,0.378,0.65,0.816,0.026,-0.045,-0.167,0.611,-0.06,0.0092,0.599,0.692,0.031,0.401,Doctor of Physiotherapy,FBMS,200,1,GS
2.18,0.377,0.465,0.718,0.26,2,0.614,0.314,0.376,0.143,0.189,0.136,0.017,0.088,0.442,0.25,-0.15,0.132,0.179,0.207,0.199,Public Health,FBMS,200,2,GS
3.28,0.731,0.847,0.616,0.67,0,0.681,0.335,0.0,0.274,0.442,0.058,0.067,-0.086,0.71,-0.06,-0.0102,0.782,0.533,0.0,0.327,Software Engineering,FNAS,100,1,GS
2.46,0.625,0.46,0.484,0.53,1,0.528,0.03,0.417,0.119,0.699,0.04,-0.13,0.027,0.334,0.33,-0.0133,0.545,0.309,0.078,0.441,Computer Science,FNAS,300,2,GS
1.3,0.176,0.0,0.192,0.153,3,0.209,0.646,0.245,0.075,0.238,-0.025,-0.078,0.119,0.075,-0.57,0.1386,0.408,0.0,0.203,0.21,Criminology and Security Studies,FAMSS,100,2,NGS
2.93,0.613,0.537,0.475,0.173,1,0.51,0.311,0.282,0.093,0.0,0.03,-0.249,-0.088,0.394,-0.11,-0.0745,0.083,0.311,0.079,0.383,Industrial Chemistry,FNAS,100,2,GS
3.37,0.322,0.401,0.778,0.323,0,0.715,0.163,0.094,0.77,0.654,-0.003,0.21,-0.122,0.518,0.11,-0.0912,0.598,0.004,0.0,0.881,Estate Management,FES,300,2,GS
2.72,0.56,0.46,0.63,0.423,1,0.679,0.077,0.293,0.799,0.654,0.081,-0.004,-0.151,0.508,0.32,0.0439,0.703,0.247,0.014,0.496,Cybersecurity,FNAS,100,2,GS
3.03,0.747,0.61,0.88,0.79,1,0.512,0.126,0.379,0.243,0.683,0.044,-0.144,0.188,0.78,0.43,0.032,0.0,0.494,0.0,0.622,History and International Relations,FAMSS,200,1,GS
2.75,0.632,0.533,0.543,0.677,1,0.617,0.073,0.85,0.704,0.626,0.02,0.077,0.008,0.613,0.17,-0.0485,0.451,0.447,0.196,0.572,Physics and Electronics,FNAS,100,1,GS
1.05,0.573,0.525,0.519,0.46,1,0.601,0.114,0.347,0.0,0.231,0.118,-0.263,-0.141,0.442,-0.24,-0.0414,0.25,0.303,0.138,0.476,Criminology and Security Studies,FAMSS,400,2,NGS
2.07,0.445,0.371,0.458,0.28,1,0.896,0.193,0.0,0.526,0.553,0.126,-0.12,-0.101,0.346,0.19,-0.0981,0.455,0.0,0.0,0.694,Computer Engineering,FNAS,200,2,GS
1.7,0.376,0.682,0.716,0.525,6,0.39,0.343,0.649,0.987,0.658,0.079,0.054,0.087,0.778,0.31,0.0039,0.554,0.279,0.43,0.377,Computer Science,FNAS,200,2,GS
2.2,0.838,0.78,0.919,0.922,2,0.731,0.442,0.599,0.428,0.778,0.021,0.212,-0.117,0.763,0.11,-0.0615,0.305,0.532,0.099,0.313,Mathematics,FNAS,100,2,GS
3.07,0.705,0.577,0.736,0.38,0,0.445,0.272,0.483,0.094,0.354,0.074,0.053,-0.324,0.706,0.41,0.0104,0.701,0.382,0.0,0.346,Economics,FAMSS,100,1,GS
3.82,0.759,0.737,0.69,0.464,1,0.576,0.156,0.309,0.188,0.518,-0.001,0.017,0.079,0.487,0.19,0.0045,0.268,0.46,0.0,0.521,Biochemistry,FNAS,100,1,GS
2.98,0.987,1.0,0.768,0.121,0,0.585,0.336,0.558,0.0,0.59,0.156,0.131,0.153,0.864,0.3,-0.0113,0.55,1.0,0.018,0.371,Software Engineering,FNAS,300,2,GS
3.97,0.684,0.941,0.614,0.539,1,0.867,0.125,0.164,0.319,0.758,0.032,-0.18,0.38,0.574,0.13,-0.0233,0.423,0.755,0.0,0.803,English and Communication,FAMSS,100,2,GS
2.0,0.543,0.653,0.762,0.942,1,0.534,0.275,0.418,0.45,0.494,0.486,0.176,0.05,0.532,0.36,-0.0932,0.423,0.377,0.116,0.589,Computer Science,FNAS,100,2,GS
